"HGNC" "ENST"
"MRPS6-001" "ENST00000399312.2"
"MRPS7-001" "ENST00000245539.6"
"MRPS9-001" "ENST00000258455.3"
"MRRF-001" "ENST00000344641.3"
"MRS2-009" "ENST00000378386.3"
"MRTO4-001" "ENST00000330263.4"
"MS4A1-202" "ENST00000389939.2"
"MSANTD2-002" "ENST00000374979.3"
"MSANTD3-001" "ENST00000395067.2"
"MSANTD4-001" "ENST00000301919.4"
"MSC-001" "ENST00000325509.4"
"MSH2-001" "ENST00000233146.2"
"MSH3-001" "ENST00000265081.6"
"MSH6-001" "ENST00000234420.4"
"MSI2-001" "ENST00000284073.2"
"MSL1-003" "ENST00000398532.3"
"MSL2-001" "ENST00000309993.2"
"MSL3-009" "ENST00000312196.4"
"MSMO1-001" "ENST00000261507.6"
"MSN-001" "ENST00000360270.5"
"MSRA-001" "ENST00000317173.4"
"MSRB1-001" "ENST00000361871.3"
"MSRB2-001" "ENST00000376510.3"
"MST4.1-001" "ENST00000394334.2"
"MSTO1-001" "ENST00000245564.2"
"MT-ATP6-201" "ENST00000361899.2"
"MT-ATP8-201" "ENST00000361851.1"
"MT-CO1-201" "ENST00000361624.2"
"MT-CO2-201" "ENST00000361739.1"
"MT-CO3-201" "ENST00000362079.2"
"MT-CYB-201" "ENST00000361789.2"
"MT-ND1-201" "ENST00000361390.2"
"MT-ND2-201" "ENST00000361453.3"
"MT-ND3-201" "ENST00000361227.2"
"MT-ND4-201" "ENST00000361381.2"
"MT-ND4L-201" "ENST00000361335.1"
"MT-ND5-201" "ENST00000361567.2"
"MT-ND6-201" "ENST00000361681.2"
"MT1X-001" "ENST00000394485.4"
"MT2A-001" "ENST00000245185.5"
"MTA1-001" "ENST00000331320.7"
"MTA2-001" "ENST00000278823.2"
"MTA3-002" "ENST00000407270.3"
"MTAP-001" "ENST00000380172.4"
"MTBP-001" "ENST00000305949.1"
"MTCH1-008" "ENST00000373627.5"
"MTCH2-001" "ENST00000302503.3"
"MTDH-001" "ENST00000336273.3"
"MTERF-003" "ENST00000351870.3"
"MTERFD1-002" "ENST00000287025.3"
"MTERFD2-001" "ENST00000391980.2"
"MTERFD3-002" "ENST00000552029.1"
"MTF1-001" "ENST00000373036.3"
"MTF2-001" "ENST00000370298.4"
"MTFMT-003" "ENST00000558460.1"
"MTFP1-001" "ENST00000266263.5"
"MTFR1-003" "ENST00000262146.4"
"MTHFD1-201" "ENST00000555709.1"
"MTHFD1L-003" "ENST00000367321.3"
"MTHFD2-001" "ENST00000394053.2"
"MTHFD2L-202" "ENST00000395759.2"
"MTHFR-001" "ENST00000376592.1"
"MTHFSD-003" "ENST00000381214.5"
"MTIF2-001" "ENST00000263629.4"
"MTIF3-011" "ENST00000381120.3"
"MTM1-002" "ENST00000370396.2"
"MTMR1-203" "ENST00000541925.1"
"MTMR10-001" "ENST00000435680.1"
"MTMR12-001" "ENST00000382142.3"
"MTMR14-001" "ENST00000296003.4"
"MTMR2-001" "ENST00000346299.5"
"MTMR3-004" "ENST00000323630.5"
"MTMR4-001" "ENST00000323456.5"
"MTMR6-001" "ENST00000381801.5"
"MTMR8-001" "ENST00000374852.3"
"MTMR9-001" "ENST00000221086.3"
"MTO1-003" "ENST00000370300.4"
"MTOR-001" "ENST00000361445.4"
"MTPAP-001" "ENST00000263063.3"
"MTPN-001" "ENST00000393085.3"
"MTR-001" "ENST00000366577.5"
"MTRF1-006" "ENST00000379480.3"
"MTRF1L-003" "ENST00000367233.5"
"MTRR-009" "ENST00000440940.2"
"MTX1-001" "ENST00000368376.3"
"MTX2-001" "ENST00000249442.6"
"MTX3-005" "ENST00000512528.1"
"MUC13-001" "ENST00000311075.3"
"MUL1-001" "ENST00000264198.3"
"MUM1-016" "ENST00000415183.3"
"MUS81-001" "ENST00000308110.4"
"MUT-001" "ENST00000274813.3"
"MUTYH-007" "ENST00000354383.6"
"MVD-001" "ENST00000301012.3"
"MVK-001" "ENST00000228510.3"
"MVP-201" "ENST00000395353.1"
"MX1-001" "ENST00000398600.2"
"MX2-001" "ENST00000330714.3"
"MXD1-001" "ENST00000264444.2"
"MXD3-001" "ENST00000439742.2"
"MXD4-001" "ENST00000337190.2"
"MXI1-004" "ENST00000332674.5"
"MYADM-001" "ENST00000391770.4"
"MYB-001" "ENST00000367814.4"
"MYBBP1A-201" "ENST00000381556.2"
"MYBL2-001" "ENST00000217026.4"
"MYBPC2-001" "ENST00000357701.5"
"MYC-001" "ENST00000377970.2"
"MYCBP-001" "ENST00000397572.2"
"MYCBP2-001" "ENST00000357337.5"
"MYD88-201" "ENST00000417037.2"
"MYEF2-001" "ENST00000324324.7"
"MYEOV2-001" "ENST00000307266.3"
"MYH10-002" "ENST00000360416.3"
"MYH9-001" "ENST00000216181.5"
"MYL12A-001" "ENST00000217652.3"
"MYL12B-003" "ENST00000400175.5"
"MYL5-001" "ENST00000400159.2"
"MYL6-023" "ENST00000293422.5"
"MYL6B-001" "ENST00000550443.1"
"MYL9-001" "ENST00000279022.2"
"MYLIP-001" "ENST00000356840.3"
"MYNN-201" "ENST00000349841.4"
"MYO18A-001" "ENST00000527372.1"
"MYO19-006" "ENST00000431794.3"
"MYO1B-001" "ENST00000304164.4"
"MYO1C-010" "ENST00000438665.2"
"MYO1D-001" "ENST00000318217.5"
"MYO1E-001" "ENST00000288235.4"
"MYO1F-001" "ENST00000338257.8"
"MYO1G-001" "ENST00000258787.7"
"MYO5A-008" "ENST00000356338.6"
"MYO5C-001" "ENST00000261839.7"
"MYO6-002" "ENST00000369977.3"
"MYO9A-201" "ENST00000424560.1"
"MYO9B-201" "ENST00000397274.2"
"MYSM1-001" "ENST00000472487.1"
"MZB1-002" "ENST00000302125.8"
"MZT1-001" "ENST00000377818.3"
"MZT2A-001" "ENST00000309451.6"
"MZT2B-003" "ENST00000409255.1"
"N4BP1-001" "ENST00000262384.3"
"N4BP2-001" "ENST00000261435.6"
"N4BP2L1-201" "ENST00000380130.2"
"N4BP2L2-005" "ENST00000505213.1"
"N4BP3-001" "ENST00000274605.5"
"N6AMT1-003" "ENST00000460212.1"
"N6AMT2-002" "ENST00000382758.1"
"NAA10-001" "ENST00000464845.1"
"NAA15-001" "ENST00000296543.4"
"NAA16-003" "ENST00000379406.3"
"NAA20-001" "ENST00000334982.4"
"NAA25-001" "ENST00000261745.4"
"NAA30-001" "ENST00000556492.1"
"NAA35-001" "ENST00000361671.5"
"NAA38-001" "ENST00000249299.2"
"NAA40-001" "ENST00000377793.4"
"NAA50-001" "ENST00000240922.2"
"NAA60-007" "ENST00000575076.1"
"NAAA-001" "ENST00000286733.4"
"NAB1-003" "ENST00000409581.1"
"NAB2-001" "ENST00000300131.3"
"NABP1-001" "ENST00000425611.2"
"NABP2-001" "ENST00000380198.2"
"NACA-005" "ENST00000546392.1"
"NACA2-001" "ENST00000521764.1"
"NACC1-001" "ENST00000292431.4"
"NADK-003" "ENST00000341426.5"
"NADKD1-003" "ENST00000381937.4"
"NADSYN1-001" "ENST00000319023.2"
"NAE1-002" "ENST00000359087.4"
"NAF1-001" "ENST00000274054.2"
"NAGA-003" "ENST00000403363.1"
"NAGK-201" "ENST00000244204.5"
"NAGLU-001" "ENST00000225927.2"
"NAGPA-001" "ENST00000312251.3"
"NAIF1-001" "ENST00000373078.4"
"NAMPT-001" "ENST00000222553.3"
"NAMPTL-001" "ENST00000440465.1"
"NANP-001" "ENST00000304788.3"
"NANS-001" "ENST00000210444.5"
"NAP1L1-001" "ENST00000261182.8"
"NAP1L2-001" "ENST00000373517.3"
"NAP1L5-001" "ENST00000323061.5"
"NAPA-001" "ENST00000263354.3"
"NAPB-001" "ENST00000377026.4"
"NAPEPLD-004" "ENST00000465647.1"
"NAPG-001" "ENST00000322897.6"
"NAPRT1-001" "ENST00000340490.3"
"NAPSA-001" "ENST00000253719.2"
"NARF-001" "ENST00000309794.10"
"NARFL-001" "ENST00000251588.2"
"NARG2-001" "ENST00000261520.4"
"NARS-001" "ENST00000256854.5"
"NARS2-001" "ENST00000281038.5"
"NASP-201" "ENST00000402363.3"
"NAT1-003" "ENST00000517492.1"
"NAT10-001" "ENST00000257829.3"
"NAT14-001" "ENST00000205194.4"
"NAT9-001" "ENST00000357814.3"
"NAV2-008" "ENST00000360655.4"
"NBAS-001" "ENST00000281513.5"
"NBEA-202" "ENST00000400445.3"
"NBEAL1-001" "ENST00000449802.1"
"NBEAL2-001" "ENST00000450053.2"
"NBN-001" "ENST00000265433.3"
"NBPF10-201" "ENST00000342960.5"
"NBR1-202" "ENST00000422280.1"
"NCALD-007" "ENST00000519508.1"
"NCAPD2-001" "ENST00000315579.5"
"NCAPD3-001" "ENST00000534548.2"
"NCAPG-001" "ENST00000251496.2"
"NCAPG2-001" "ENST00000356309.3"
"NCAPH-001" "ENST00000240423.4"
"NCAPH2-009" "ENST00000299821.11"
"NCBP1-001" "ENST00000375147.3"
"NCBP2-001" "ENST00000321256.5"
"NCDN-001" "ENST00000356090.4"
"NCEH1-201" "ENST00000273512.3"
"NCF1-001" "ENST00000289473.4"
"NCF2-002" "ENST00000367535.3"
"NCF4-001" "ENST00000248899.6"
"NCK1-001" "ENST00000288986.2"
"NCK2-002" "ENST00000393349.2"
"NCKAP1-001" "ENST00000361354.3"
"NCKAP1L-001" "ENST00000293373.6"
"NCKAP5L-001" "ENST00000335999.6"
"NCKIPSD-001" "ENST00000294129.2"
"NCL-001" "ENST00000322723.4"
"NCLN-001" "ENST00000246117.4"
"NCOA1-202" "ENST00000348332.3"
"NCOA2-001" "ENST00000452400.2"
"NCOA3-003" "ENST00000371998.3"
"NCOA4-205" "ENST00000452682.1"
"NCOA5-001" "ENST00000290231.6"
"NCOA6-002" "ENST00000359003.2"
"NCOA7-005" "ENST00000368357.3"
"NCOR1-001" "ENST00000268712.2"
"NCOR2-201" "ENST00000356219.3"
"NCR3-001" "ENST00000340027.5"
"NCSTN-001" "ENST00000294785.5"
"NDC80-001" "ENST00000261597.4"
"NDE1-202" "ENST00000396353.2"
"NDEL1-001" "ENST00000334527.7"
"NDFIP1-001" "ENST00000253814.3"
"NDFIP2-001" "ENST00000218652.7"
"NDNL2-001" "ENST00000332303.4"
"NDOR1-001" "ENST00000344894.5"
"NDRG3-003" "ENST00000373803.2"
"NDST1-002" "ENST00000261797.6"
"NDST2-003" "ENST00000309979.6"
"NDUFA1-001" "ENST00000371437.4"
"NDUFA11-002" "ENST00000308961.4"
"NDUFA12-001" "ENST00000327772.2"
"NDUFA13-001" "ENST00000507754.2"
"NDUFA2-001" "ENST00000252102.4"
"NDUFA3-010" "ENST00000419113.1"
"NDUFA4-001" "ENST00000339600.5"
"NDUFA5-001" "ENST00000355749.2"
"NDUFA6-001" "ENST00000498737.2"
"NDUFA7.1-001" "ENST00000301457.2"
"NDUFA8-001" "ENST00000373768.3"
"NDUFAB1-001" "ENST00000007516.3"
"NDUFAF1-001" "ENST00000260361.4"
"NDUFAF2-001" "ENST00000296597.5"
"NDUFAF3-001" "ENST00000326925.5"
"NDUFAF4-001" "ENST00000316149.7"
"NDUFAF5-006" "ENST00000378106.5"
"NDUFAF6-004" "ENST00000396124.4"
"NDUFAF7-001" "ENST00000002125.4"
"NDUFB1-007" "ENST00000553377.1"
"NDUFB10-001" "ENST00000268668.6"
"NDUFB11-001" "ENST00000377811.3"
"NDUFB2-003" "ENST00000476279.1"
"NDUFB3-003" "ENST00000433898.1"
"NDUFB4-001" "ENST00000184266.2"
"NDUFB5-001" "ENST00000259037.3"
"NDUFB6-001" "ENST00000379847.3"
"NDUFB7-001" "ENST00000215565.2"
"NDUFB8-005" "ENST00000299166.4"
"NDUFB9-001" "ENST00000276689.3"
"NDUFC1-002" "ENST00000503997.1"
"NDUFC2-001" "ENST00000281031.4"
"NDUFS1-001" "ENST00000233190.5"
"NDUFS2-001" "ENST00000367993.3"
"NDUFS3-001" "ENST00000263774.4"
"NDUFS4-001" "ENST00000296684.5"
"NDUFS5-001" "ENST00000372969.3"
"NDUFS6-001" "ENST00000274137.5"
"NDUFS7-002" "ENST00000233627.9"
"NDUFS8-001" "ENST00000313468.5"
"NDUFV1-001" "ENST00000322776.6"
"NDUFV2-001" "ENST00000318388.6"
"NDUFV3-003" "ENST00000340344.3"
"NECAB3-010" "ENST00000246190.6"
"NECAP1-001" "ENST00000339754.5"
"NECAP2-002" "ENST00000492095.1"
"NEDD1-004" "ENST00000429527.2"
"NEDD4-006" "ENST00000435532.3"
"NEDD4L-001" "ENST00000400345.3"
"NEDD8-001" "ENST00000250495.5"
"NEDD9-001" "ENST00000379446.5"
"NEIL2-001" "ENST00000284503.6"
"NEIL3-001" "ENST00000264596.3"
"NEK1-004" "ENST00000507142.1"
"NEK2-001" "ENST00000366999.4"
"NEK3-201" "ENST00000339406.3"
"NEK4-001" "ENST00000233027.5"
"NEK6-204" "ENST00000545174.1"
"NEK7-006" "ENST00000538004.1"
"NEK8-001" "ENST00000268766.6"
"NEK9-001" "ENST00000238616.5"
"NELF-204" "ENST00000371475.3"
"NEMF-001" "ENST00000298310.5"
"NENF-001" "ENST00000366988.3"
"NEO1-201" "ENST00000261908.6"
"NET1-006" "ENST00000380359.3"
"NETO2-001" "ENST00000562435.1"
"NEU1-001" "ENST00000375631.4"
"NEU3-002" "ENST00000531509.1"
"NEURL4-001" "ENST00000399464.2"
"NEXN-001" "ENST00000334785.7"
"NF1-001" "ENST00000358273.4"
"NFAT5-202" "ENST00000432919.1"
"NFATC1-009" "ENST00000329101.4"
"NFATC2-002" "ENST00000396009.3"
"NFATC2IP-001" "ENST00000320805.4"
"NFATC3-002" "ENST00000346183.3"
"NFE2L1-006" "ENST00000361665.3"
"NFE2L2-001" "ENST00000397062.3"
"NFE2L3-001" "ENST00000056233.3"
"NFIL3-201" "ENST00000297689.2"
"NFIX-001" "ENST00000397661.2"
"NFKB1-001" "ENST00000226574.4"
"NFKB2-003" "ENST00000369966.3"
"NFKBIA-001" "ENST00000216797.5"
"NFKBIB-002" "ENST00000313582.5"
"NFKBID-202" "ENST00000352614.2"
"NFKBIE-001" "ENST00000275015.4"
"NFKBIL1-001" "ENST00000376148.4"
"NFKBIZ-003" "ENST00000326172.5"
"NFRKB-201" "ENST00000304521.5"
"NFS1-001" "ENST00000374092.4"
"NFU1-001" "ENST00000410022.2"
"NFX1-001" "ENST00000379540.3"
"NFXL1-002" "ENST00000507489.1"
"NFYA-001" "ENST00000341376.6"
"NFYB-001" "ENST00000240055.3"
"NFYC-006" "ENST00000372651.1"
"NGDN-001" "ENST00000408901.3"
"NGLY1-001" "ENST00000280700.5"
"NGRN-002" "ENST00000379095.3"
"NHEJ1-001" "ENST00000356853.5"
"NHLRC2-001" "ENST00000369301.3"
"NHLRC3-005" "ENST00000379600.3"
"NHP2-001" "ENST00000274606.3"
"NHP2L1-002" "ENST00000401959.1"
"NICN1-010" "ENST00000423832.1"
"NID1-001" "ENST00000264187.6"
"NIF3L1-003" "ENST00000409357.1"
"NIN-201" "ENST00000245441.5"
"NINJ1-001" "ENST00000375446.4"
"NIP7-001" "ENST00000254940.5"
"NIPA1-001" "ENST00000337435.4"
"NIPA2-001" "ENST00000337451.3"
"NIPAL2-002" "ENST00000430223.2"
"NIPAL3-007" "ENST00000374399.4"
"NIPBL-001" "ENST00000282516.8"
"NIPSNAP1-001" "ENST00000216121.7"
"NIPSNAP3A-001" "ENST00000374767.4"
"NIPSNAP3B-001" "ENST00000374762.3"
"NISCH-001" "ENST00000479054.1"
"NIT1-001" "ENST00000368009.2"
"NIT2-001" "ENST00000394140.3"
"NKAP-001" "ENST00000371410.3"
"NKG7-001" "ENST00000221978.5"
"NKIRAS1-004" "ENST00000443659.2"
"NKIRAS2-001" "ENST00000393885.4"
"NKRF-001" "ENST00000371527.1"
"NKTR-001" "ENST00000232978.8"
"NLE1-001" "ENST00000442241.4"
"NLK-001" "ENST00000407008.3"
"NLN-001" "ENST00000380985.5"
"NLRC3-204" "ENST00000448023.2"
"NLRC5-001" "ENST00000262510.6"
"NLRP1-011" "ENST00000572272.1"
"NLRP2-001" "ENST00000543010.1"
"NLRP7-202" "ENST00000446217.1"
"NLRX1-003" "ENST00000409991.1"
"NMD3-001" "ENST00000351193.2"
"NME1-001" "ENST00000393196.3"
"NME2-002" "ENST00000555572.1"
"NME3-001" "ENST00000219302.3"
"NME4-001" "ENST00000219479.2"
"NME6-007" "ENST00000442597.1"
"NME7-001" "ENST00000367811.3"
"NMI-001" "ENST00000243346.5"
"NMNAT1-005" "ENST00000462686.1"
"NMRAL1-003" "ENST00000574425.1"
"NMRK1-001" "ENST00000361092.4"
"NMT1-201" "ENST00000258960.2"
"NMT2-001" "ENST00000378165.3"
"NNT-001" "ENST00000264663.5"
"NOA1-001" "ENST00000264230.4"
"NOB1-001" "ENST00000268802.5"
"NOC2L-001" "ENST00000327044.6"
"NOC3L-001" "ENST00000371361.3"
"NOC4L-001" "ENST00000330579.1"
"NOD1-001" "ENST00000222823.4"
"NOD2-001" "ENST00000300589.2"
"NOL10-001" "ENST00000381685.5"
"NOL11-001" "ENST00000253247.4"
"NOL12-002" "ENST00000438329.1"
"NOL3-001" "ENST00000564053.1"
"NOL6-004" "ENST00000297990.4"
"NOL7-001" "ENST00000451315.2"
"NOL8-015" "ENST00000545558.1"
"NOL9-001" "ENST00000377705.5"
"NOLC1-201" "ENST00000405356.1"
"NOM1-001" "ENST00000275820.3"
"NOMO1-001" "ENST00000287667.7"
"NOMO2-001" "ENST00000330537.6"
"NONO-003" "ENST00000373856.3"
"NOP10-001" "ENST00000328848.4"
"NOP14-002" "ENST00000314262.6"
"NOP16-001" "ENST00000389158.5"
"NOP2-007" "ENST00000322166.5"
"NOP56-009" "ENST00000329276.5"
"NOP58-001" "ENST00000264279.5"
"NOP9-004" "ENST00000267425.3"
"NOSIP-008" "ENST00000339093.3"
"NOTCH1-001" "ENST00000277541.6"
"NOTCH2-001" "ENST00000256646.2"
"NPAT-001" "ENST00000278612.8"
"NPC1-001" "ENST00000269228.5"
"NPC2-001" "ENST00000555619.1"
"NPEPPS-001" "ENST00000322157.4"
"NPHP3-006" "ENST00000337331.5"
"NPHP4-001" "ENST00000378156.4"
"NPL-001" "ENST00000367553.1"
"NPLOC4-001" "ENST00000331134.6"
"NPM1-001" "ENST00000296930.5"
"NPM2-001" "ENST00000397940.1"
"NPM3-001" "ENST00000370110.5"
"NPNT-009" "ENST00000503451.1"
"NPRL2-001" "ENST00000232501.3"
"NPRL3-203" "ENST00000399953.3"
"NPTN-001" "ENST00000345330.4"
"NQO1-001" "ENST00000320623.5"
"NQO2-002" "ENST00000338130.2"
"NR1D1-001" "ENST00000246672.3"
"NR1D2-001" "ENST00000312521.3"
"NR1H2-001" "ENST00000253727.5"
"NR1H3-001" "ENST00000467728.1"
"NR2C1-001" "ENST00000333003.4"
"NR2C2-002" "ENST00000425241.1"
"NR2C2AP-001" "ENST00000331552.5"
"NR2F6-001" "ENST00000291442.3"
"NR3C1-001" "ENST00000231509.3"
"NR4A1-203" "ENST00000394825.1"
"NR4A3-003" "ENST00000330847.1"
"NR6A1-001" "ENST00000487099.1"
"NRAS-001" "ENST00000369535.4"
"NRBF2-001" "ENST00000277746.6"
"NRBP1-002" "ENST00000379852.3"
"NRD1-002" "ENST00000354831.7"
"NRDE2-001" "ENST00000354366.3"
"NREP-017" "ENST00000508870.1"
"NRF1-003" "ENST00000393230.2"
"NRGN-201" "ENST00000284292.5"
"NRIP1-001" "ENST00000400199.1"
"NRM-201" "ENST00000376421.5"
"NRSN2-003" "ENST00000382285.2"
"NSA2-001" "ENST00000296802.5"
"NSD1-001" "ENST00000439151.2"
"NSDHL-001" "ENST00000370274.3"
"NSF-001" "ENST00000398238.4"
"NSFL1C-002" "ENST00000216879.4"
"NSL1-001" "ENST00000366977.3"
"NSMAF-001" "ENST00000038176.3"
"NSMCE1-001" "ENST00000361439.4"
"NSMCE2-001" "ENST00000287437.3"
"NSMCE4A-005" "ENST00000369023.3"
"NSRP1-001" "ENST00000247026.5"
"NSUN2-001" "ENST00000264670.6"
"NSUN3-001" "ENST00000314622.4"
"NSUN4-001" "ENST00000474844.1"
"NSUN5-004" "ENST00000310326.8"
"NSUN6-001" "ENST00000377304.4"
"NT5C-001" "ENST00000245552.2"
"NT5C2-001" "ENST00000404739.3"
"NT5C3-201" "ENST00000381626.2"
"NT5C3L-201" "ENST00000269534.8"
"NT5DC1-002" "ENST00000319550.3"
"NT5DC2-016" "ENST00000422318.2"
"NT5DC3-001" "ENST00000392876.3"
"NT5E-001" "ENST00000257770.3"
"NTAN1-001" "ENST00000287706.3"
"NTHL1-001" "ENST00000219066.1"
"NTMT1-006" "ENST00000372483.4"
"NTPCR-001" "ENST00000366628.4"
"NTRK2-004" "ENST00000277120.3"
"NUB1-201" "ENST00000355851.4"
"NUBP1-001" "ENST00000283027.5"
"NUBP2-001" "ENST00000262302.9"
"NUBPL-001" "ENST00000281081.7"
"NUCB1-201" "ENST00000263273.5"
"NUCB2-005" "ENST00000529010.1"
"NUCKS1-001" "ENST00000367142.4"
"NUDC-001" "ENST00000321265.5"
"NUDCD1-001" "ENST00000239690.4"
"NUDCD2-001" "ENST00000302764.3"
"NUDCD3-001" "ENST00000355451.6"
"NUDT1-001" "ENST00000356714.1"
"NUDT12-001" "ENST00000230792.2"
"NUDT13-003" "ENST00000357321.4"
"NUDT15-001" "ENST00000258662.1"
"NUDT16-001" "ENST00000521288.1"
"NUDT16L1-001" "ENST00000304301.6"
"NUDT18-201" "ENST00000309188.6"
"NUDT19-001" "ENST00000397061.3"
"NUDT2-003" "ENST00000379155.5"
"NUDT21-001" "ENST00000300291.5"
"NUDT22-001" "ENST00000279206.3"
"NUDT3-001" "ENST00000358797.4"
"NUDT4-001" "ENST00000337179.5"
"NUDT5-201" "ENST00000537776.1"
"NUDT6-001" "ENST00000304430.5"
"NUDT8-001" "ENST00000376693.2"
"NUDT9-001" "ENST00000302174.4"
"NUF2-001" "ENST00000271452.3"
"NUFIP1-001" "ENST00000379161.4"
"NUFIP2-001" "ENST00000225388.3"
"NUGGC-001" "ENST00000413272.2"
"NUMA1-001" "ENST00000393695.3"
"NUMB-002" "ENST00000555394.1"
"NUMBL-001" "ENST00000252891.4"
"NUP107-001" "ENST00000229179.4"
"NUP133-001" "ENST00000261396.3"
"NUP153-001" "ENST00000262077.2"
"NUP155-001" "ENST00000231498.3"
"NUP160-001" "ENST00000378460.2"
"NUP188-001" "ENST00000372577.2"
"NUP205-001" "ENST00000285968.6"
"NUP210-001" "ENST00000254508.5"
"NUP35-001" "ENST00000295119.4"
"NUP37-001" "ENST00000552283.1"
"NUP43-004" "ENST00000340413.2"
"NUP50-001" "ENST00000347635.3"
"NUP54-001" "ENST00000264883.3"
"NUP62-201" "ENST00000413454.1"
"NUP85-001" "ENST00000245544.4"
"NUP88-001" "ENST00000573584.1"
"NUP93-001" "ENST00000308159.5"
"NUP98-001" "ENST00000324932.7"
"NUPL1-001" "ENST00000381736.3"
"NUPL2-001" "ENST00000258742.5"
"NUS1-001" "ENST00000368494.3"
"NUSAP1-006" "ENST00000559596.1"
"NUTF2-003" "ENST00000569436.1"
"NVL-001" "ENST00000281701.6"
"NXF1-201" "ENST00000294172.2"
"NXPE3-003" "ENST00000477909.1"
"NXT1-001" "ENST00000254998.2"
"NXT2-002" "ENST00000372106.1"
"OARD1-009" "ENST00000468811.1"
"OAS1-003" "ENST00000445409.2"
"OAS2-001" "ENST00000342315.4"
"OAS3-001" "ENST00000228928.7"
"OASL-001" "ENST00000257570.4"
"OAT-001" "ENST00000368845.5"
"OAZ1-201" "ENST00000322297.4"
"OBFC1-002" "ENST00000369764.1"
"OCEL1-001" "ENST00000215061.4"
"OCIAD1-005" "ENST00000381473.3"
"OCIAD2-002" "ENST00000508632.1"
"OCLN-001" "ENST00000355237.2"
"OCRL-001" "ENST00000371113.4"
"ODC1-002" "ENST00000405333.1"
"ODF2-202" "ENST00000351030.3"
"ODF2L-203" "ENST00000370567.1"
"ODF3B-201" "ENST00000329363.4"
"OFD1-001" "ENST00000340096.6"
"OGDH-001" "ENST00000222673.5"
"OGFOD1-001" "ENST00000566157.1"
"OGFOD2-006" "ENST00000228922.7"
"OGFOD3-001" "ENST00000313056.5"
"OGFR-001" "ENST00000290291.6"
"OGFRL1-001" "ENST00000370435.3"
"OGG1-003" "ENST00000302003.7"
"OGT-002" "ENST00000373701.3"
"OIP5-001" "ENST00000220514.3"
"OLA1-001" "ENST00000284719.3"
"OMA1-001" "ENST00000371226.3"
"OPA1-202" "ENST00000361510.2"
"OPA3-001" "ENST00000323060.3"
"OPN3-001" "ENST00000366554.2"
"OPTN-005" "ENST00000378748.3"
"ORAI1-001" "ENST00000330079.7"
"ORAI2-201" "ENST00000356387.2"
"ORAI3-001" "ENST00000318663.4"
"ORAOV1-001" "ENST00000279147.4"
"ORC1-001" "ENST00000371568.3"
"ORC2-001" "ENST00000234296.2"
"ORC3-004" "ENST00000257789.4"
"ORC4-201" "ENST00000264169.2"
"ORC5-001" "ENST00000297431.4"
"ORC6-001" "ENST00000219097.2"
"ORMDL1-003" "ENST00000325795.3"
"ORMDL2-003" "ENST00000548974.1"
"ORMDL3-001" "ENST00000304046.2"
"OS9-001" "ENST00000315970.7"
"OSBP-001" "ENST00000263847.1"
"OSBPL11-001" "ENST00000296220.5"
"OSBPL2-002" "ENST00000313733.3"
"OSBPL3-001" "ENST00000313367.2"
"OSBPL7-001" "ENST00000007414.3"
"OSBPL8-001" "ENST00000261183.3"
"OSBPL9-001" "ENST00000428468.1"
"OSCP1-002" "ENST00000235532.5"
"OSGEP-001" "ENST00000206542.4"
"OSGEPL1-001" "ENST00000264151.5"
"OSGIN2-001" "ENST00000451899.2"
"OSR2-201" "ENST00000457907.2"
"OST4-002" "ENST00000447619.1"
"OSTC-001" "ENST00000361564.4"
"OSTF1-001" "ENST00000346234.6"
"OSTM1-001" "ENST00000193322.3"
"OTUB1-012" "ENST00000428192.2"
"OTUD1-001" "ENST00000376495.3"
"OTUD3-001" "ENST00000375120.3"
"OTUD4-004" "ENST00000447906.2"
"OTUD5-003" "ENST00000156084.4"
"OTUD6B-001" "ENST00000285420.4"
"OTUD7B-001" "ENST00000369135.3"
"OXA1L-001" "ENST00000285848.5"
"OXCT1-001" "ENST00000196371.5"
"OXLD1-001" "ENST00000374741.3"
"OXNAD1-001" "ENST00000285083.5"
"OXR1-201" "ENST00000442977.2"
"OXSM-001" "ENST00000280701.3"
"OXSR1-001" "ENST00000311806.3"
"OXTR-001" "ENST00000316793.3"
"P2RX4-001" "ENST00000337233.4"
"P2RX7-008" "ENST00000546057.1"
"P2RY10-001" "ENST00000171757.2"
"P2RY8-001" "ENST00000381297.4"
"P4HA1-202" "ENST00000394890.2"
"P4HA2-202" "ENST00000379104.2"
"P4HB-001" "ENST00000331483.4"
"P4HTM-001" "ENST00000383729.4"
"PA2G4-001" "ENST00000303305.6"
"PAAF1-001" "ENST00000310571.3"
"PABPC1-001" "ENST00000318607.5"
"PABPC1L-001" "ENST00000217073.2"
"PABPC4-004" "ENST00000372856.3"
"PABPN1-001" "ENST00000216727.4"
"PACRGL-007" "ENST00000503585.1"
"PACS1-001" "ENST00000320580.4"
"PACS2-201" "ENST00000447393.1"
"PACSIN2-001" "ENST00000263246.3"
"PAF1-001" "ENST00000221265.3"
"PAFAH1B1-001" "ENST00000397195.4"
"PAFAH1B2-001" "ENST00000527958.1"
"PAFAH1B3-201" "ENST00000538771.1"
"PAFAH2-004" "ENST00000374284.1"
"PAG1-001" "ENST00000220597.3"
"PAGR1-001" "ENST00000320330.6"
"PAICS-201" "ENST00000264221.2"
"PAIP1-001" "ENST00000306846.3"
"PAIP2-003" "ENST00000510080.1"
