ID,ID,ID,ID,USE,USE,MAYBE USE,MAYBE USE,MAYBE USE,MAYBE USE,,,
ENSP00000472249,ENSG00000130755,ENST00000597595,,107800000,0.42,4.05,8.68,6832183.099,0.20,ENSP00000472249_ENSG00000130755_ENST00000597595;ENSP00000469877_ENSG00000130755_ENST00000598034;ENSP00000253054_ENSG00000130755_ENST00000253054;ENSP00000471139_ENSG00000130755_ENST00000600322;ENSP00000469050_ENSG00000130755_ENST00000595636,142,NaN
ENSP00000367498,ENSG00000130764,ENST00000378251,,5000800,0.02,0.41,0.59,248747.8559,0.02,ENSP00000367498_ENSG00000130764_ENST00000378251,583,583
ENSP00000335203,ENSG00000130770,ENST00000335514,,201320,0.02,0.50,0.50,13294.33962,0.02,ENSP00000335203_ENSG00000130770_ENST00000335514;ENSP00000435341_ENSG00000130770_ENST00000468425;ENSP00000435579_ENSG00000130770_ENST00000497986;ENSP00000437337_ENSG00000130770_ENST00000465645,106,NaN
ENSP00000363031,ENSG00000130775,ENST00000373921,,604160,0.00,0.09,0.09,31006.22084,0.00,ENSP00000363031_ENSG00000130775_ENST00000373921;ENSP00000329862_ENSG00000130775_ENST00000328928;ENSP00000398049_ENSG00000130775_ENST00000456990,643,NaN
ENSP00000253108,ENSG00000130811,ENST00000253108,,44581000,0.13,1.38,2.82,2647000,0.06,ENSP00000253108_ENSG00000130811_ENST00000253108;ENSP00000466860_ENSG00000130811_ENST00000589454;ENSP00000465882_ENSG00000130811_ENST00000588709;ENSP00000468159_ENSG00000130811_ENST00000587146,320,NaN
ENSP00000358563,ENSG00000130826,ENST00000369550,,7769000,0.03,0.49,0.83,468560.3113,0.02,ENSP00000358563_ENSG00000130826_ENST00000369550;ENSP00000472996_ENSG00000268226_ENST00000596793;ENSP00000400542_ENSG00000130826_ENST00000413910;ENSP00000475762_ENSG00000268226_ENST00000606823;ENSP00000395693_ENSG00000130826_ENST00000437719;ENSP00000475562_ENSG00000268226_ENST00000606366;ENSP00000407325_ENSG00000130826_ENST00000452771;ENSP00000475822_ENSG00000268226_ENST00000607302,514,NaN
ENSP00000358547,ENSG00000130830,ENST00000369534,,1253500,0.02,0.23,0.37,67251.07296,0.01,ENSP00000358547_ENSG00000130830_ENST00000369534;ENSP00000471445_ENSG00000269326_ENST00000599769;ENSP00000377165_ENSG00000130830_ENST00000393531;ENSP00000470051_ENSG00000269326_ENST00000595966;ENSP00000400155_ENSG00000130830_ENST00000413259;ENSP00000472560_ENSG00000269326_ENST00000597401;ENSP00000377163_ENSG00000130830_ENST00000393529;ENSP00000469316_ENSG00000269326_ENST00000598637;ENSP00000410888_ENSG00000130830_ENST00000453245;ENSP00000471945_ENSG00000269326_ENST00000594812;ENSP00000391701_ENSG00000130830_ENST00000428488;ENSP00000468986_ENSG00000269326_ENST00000600699,466,NaN
ENSP00000338413,ENSG00000130985,ENST00000335972,,243970000,0.47,6.24,13.78,12451795.84,0.21,ENSP00000338413_ENSG00000130985_ENST00000335972;ENSP00000366568_ENSG00000130985_ENST00000377351;ENSP00000474569_ENSG00000271310_ENST00000604887;ENSP00000474757_ENSG00000271310_ENST00000605619,1058,NaN
ENSP00000253363,ENSG00000131051,ENST00000253363,,8347700,0.05,1.00,1.41,378018.8679,0.03,ENSP00000253363_ENSG00000131051_ENST00000253363;ENSP00000354437_ENSG00000131051_ENST00000361162;ENSP00000436747_ENSG00000131051_ENST00000528062;ENSP00000344581_ENSG00000131051_ENST00000338163;ENSP00000384541_ENSG00000131051_ENST00000407261;ENSP00000394824_ENSG00000131051_ENST00000448303;ENSP00000363150_ENSG00000131051_ENST00000374038,530,NaN
ENSP00000253452,ENSG00000131143,ENST00000253452,,50715000,0.18,1.74,3.36,3300946.746,0.09,ENSP00000253452_ENSG00000131143_ENST00000253452;ENSP00000457015_ENSG00000131143_ENST00000561569;ENSP00000457513_ENSG00000131143_ENST00000562336;ENSP00000455030_ENSG00000131143_ENST00000568794;ENSP00000454714_ENSG00000131143_ENST00000564903;ENSP00000456452_ENSG00000131143_ENST00000564544;ENSP00000455301_ENSG00000131143_ENST00000566405;ENSP00000454869_ENSG00000131143_ENST00000565078,169,NaN
ENSP00000362308,ENSG00000131171,ENST00000373212,,8391700,0.07,0.69,1.10,588894.7368,0.04,ENSP00000362308_ENSG00000131171_ENST00000373212,114,114
ENSP00000361878,ENSG00000131236,ENST00000372792,,217270000,0.40,4.36,9.05,12807578.95,0.19,ENSP00000361878_ENSG00000131236_ENST00000372792;ENSP00000361883_ENSG00000131236_ENST00000372797;ENSP00000361891_ENSG00000131236_ENST00000372805;ENSP00000344832_ENSG00000131236_ENST00000340450;ENSP00000361884_ENSG00000131236_ENST00000372798;ENSP00000361888_ENSG00000131236_ENST00000372802;ENSP00000413656_ENSG00000131236_ENST00000427843;ENSP00000408561_ENSG00000131236_ENST00000414281;ENSP00000403198_ENSG00000131236_ENST00000421589;ENSP00000413383_ENSG00000131236_ENST00000424977;ENSP00000410586_ENSG00000131236_ENST00000420216;ENSP00000400943_ENSG00000131236_ENST00000417287;ENSP00000398475_ENSG00000131236_ENST00000449311;ENSP00000412859_ENSG00000131236_ENST00000435719,475,NaN
ENSP00000334153,ENSG00000131378,ENST00000334133,,109610000,0.12,2.49,4.52,5310034.602,0.07,ENSP00000334153_ENSG00000131378_ENST00000334133;ENSP00000403926_ENSG00000131378_ENST00000432519;ENSP00000403997_ENSG00000131378_ENST00000451036,578,NaN
ENSP00000293362,ENSG00000131467,ENST00000293362,,1819900,0.02,0.28,0.43,102239.7004,0.01,ENSP00000293362_ENSG00000131467_ENST00000293362;ENSP00000409487_ENSG00000131467_ENST00000441946;ENSP00000466794_ENSG00000131467_ENST00000590720;ENSP00000468702_ENSG00000131467_ENST00000592169;ENSP00000441682_ENSG00000131467_ENST00000545225;ENSP00000466945_ENSG00000131467_ENST00000589469;ENSP00000465743_ENSG00000131467_ENST00000591152;ENSP00000467580_ENSG00000131467_ENST00000586114;ENSP00000466451_ENSG00000131467_ENST00000585805,267,NaN
ENSP00000253788,ENSG00000131469,ENST00000253788,,81305000,0.26,4.24,6.94,3586985.294,0.16,ENSP00000253788_ENSG00000131469_ENST00000253788;ENSP00000464813_ENSG00000131469_ENST00000589913;ENSP00000467587_ENSG00000131469_ENST00000589037;ENSP00000466019_ENSG00000131469_ENST00000586277;ENSP00000467939_ENSG00000131469_ENST00000590864,136,NaN
ENSP00000253792,ENSG00000131473,ENST00000352035,,20328000,0.08,1.34,1.85,1089373.297,0.06,ENSP00000253792_ENSG00000131473_ENST00000352035;ENSP00000455275_ENSG00000260245_ENST00000564506;ENSP00000466259_ENSG00000131473_ENST00000590151;ENSP00000345398_ENSG00000131473_ENST00000353196;ENSP00000377474_ENSG00000131473_ENST00000393896;ENSP00000456811_ENSG00000260245_ENST00000567793;ENSP00000445349_ENSG00000131473_ENST00000537919,1101,NaN
ENSP00000252102,ENSG00000131495,ENST00000252102,,29132000,0.22,1.06,4.65,1765555.556,0.05,ENSP00000252102_ENSG00000131495_ENST00000252102,99,99
ENSP00000253811,ENSG00000131504,ENST00000253811,,6142500,0.03,0.40,0.77,289512.9615,0.02,ENSP00000253811_ENSG00000131504_ENST00000253811;ENSP00000381565_ENSG00000131504_ENST00000398557;ENSP00000373706_ENSG00000131504_ENST00000389054;ENSP00000381572_ENSG00000131504_ENST00000398566;ENSP00000373709_ENSG00000131504_ENST00000389057;ENSP00000428268_ENSG00000131504_ENST00000518047;ENSP00000381570_ENSG00000131504_ENST00000398562;ENSP00000429282_ENSG00000131504_ENST00000520569;ENSP00000427880_ENSG00000131504_ENST00000521457,1273,NaN
ENSP00000254029,ENSG00000131725,ENST00000254029,,11473,0.00,0.02,0.02,691.1610077,0.00,ENSP00000254029_ENSG00000131725_ENST00000254029;ENSP00000360890_ENSG00000131725_ENST00000371825;ENSP00000360887_ENSG00000131725_ENST00000371822;ENSP00000360914_ENSG00000131725_ENST00000371848,913,NaN
ENSP00000333001,ENSG00000131795,ENST00000330165,,433900,0.04,0.81,1.42,19949.42529,0.02,ENSP00000333001_ENSG00000131795_ENST00000330165;ENSP00000463058_ENSG00000265241_ENST00000583313;ENSP00000358313_ENSG00000131795_ENST00000369307,174,NaN
ENSP00000343657,ENSG00000131844,ENST00000340941,,5214900,0.02,0.24,0.56,259360.5684,0.01,ENSP00000343657_ENSG00000131844_ENST00000340941;ENSP00000460647_ENSG00000262057_ENST00000575361;ENSP00000327308_ENSG00000131844_ENST00000323375,563,NaN
ENSP00000254193,ENSG00000131876,ENST00000254193,,27468000,0.16,1.69,3.56,1077176.471,0.07,ENSP00000254193_ENSG00000131876_ENST00000254193,255,NaN
ENSP00000254301,ENSG00000131981,ENST00000254301,,21326000,0.08,1.28,3.19,767720,0.03,ENSP00000254301_ENSG00000131981_ENST00000254301;ENSP00000451381_ENSG00000131981_ENST00000554715,250,NaN
ENSP00000287820,ENSG00000132170,ENST00000287820,,419000,0.02,0.36,0.62,19083.36634,0.01,ENSP00000287820_ENSG00000132170_ENST00000287820;ENSP00000380221_ENSG00000132170_ENST00000397026;ENSP00000312472_ENSG00000132170_ENST00000309576;ENSP00000380205_ENSG00000132170_ENST00000397010;ENSP00000380207_ENSG00000132170_ENST00000397012;ENSP00000380210_ENSG00000132170_ENST00000397015,505,NaN
ENSP00000254508,ENSG00000132182,ENST00000254508,,158290,0.00,0.04,0.04,6458.929518,0.00,ENSP00000254508_ENSG00000132182_ENST00000254508,1887,1887
ENSP00000356936,ENSG00000132185,ENST00000367959,,267430,0.00,0.15,0.15,8401.04712,0.00,ENSP00000356936_ENSG00000132185_ENST00000367959;ENSP00000236938_ENSG00000132185_ENST00000236938;ENSP00000356930_ENSG00000132185_ENST00000367953;ENSP00000446380_ENSG00000132185_ENST00000540926;ENSP00000439838_ENSG00000132185_ENST00000546024;ENSP00000309596_ENSG00000132185_ENST00000309691;ENSP00000442870_ENSG00000132185_ENST00000540521;ENSP00000356934_ENSG00000132185_ENST00000367957;ENSP00000294796_ENSG00000132185_ENST00000294796,382,NaN
ENSP00000254630,ENSG00000132300,ENST00000254630,,632530,0.01,0.16,0.19,32130.62409,0.01,ENSP00000254630_ENSG00000132300_ENST00000254630,689,689
ENSP00000387262,ENSG00000132305,ENST00000410111,,49312000,0.06,0.76,1.39,2862401.055,0.03,ENSP00000387262_ENSG00000132305_ENST00000410111;ENSP00000407788_ENSG00000132305_ENST00000442664;ENSP00000396899_ENSG00000132305_ENST00000449247;ENSP00000387227_ENSG00000132305_ENST00000409051;ENSP00000254636_ENSG00000132305_ENST00000254636;ENSP00000415762_ENSG00000132305_ENST00000419070,758,NaN
ENSP00000450613,ENSG00000132330,ENST00000555827,,107110,0.00,0.06,0.06,5776.404494,0.00,ENSP00000450613_ENSG00000132330_ENST00000555827;ENSP00000416865_ENSG00000132330_ENST00000422984;ENSP00000387162_ENSG00000132330_ENST00000409736;ENSP00000393694_ENSG00000132330_ENST00000429612;ENSP00000391361_ENSG00000132330_ENST00000446202;ENSP00000392517_ENSG00000132330_ENST00000423324,445,NaN
ENSP00000376176,ENSG00000132341,ENST00000392369,,255940000,0.95,9.95,22.91,13034259.26,0.41,ENSP00000376176_ENSG00000132341_ENST00000392369;ENSP00000446215_ENSG00000132341_ENST00000543796;ENSP00000396127_ENSG00000132341_ENST00000448750;ENSP00000376174_ENSG00000132341_ENST00000392367;ENSP00000444042_ENSG00000132341_ENST00000535090;ENSP00000254675_ENSG00000132341_ENST00000254675;ENSP00000441210_ENSG00000132341_ENST00000541630,216,NaN
ENSP00000370968,ENSG00000132382,ENST00000381556,,954870,0.01,0.27,0.43,50180.93093,0.01,ENSP00000370968_ENSG00000132382_ENST00000381556;ENSP00000254718_ENSG00000132382_ENST00000254718;ENSP00000458919_ENSG00000132382_ENST00000573116,1332,NaN
ENSP00000341538,ENSG00000132432,ENST00000352861,,34872000,0.07,1.71,2.14,1538382.353,0.06,ENSP00000341538_ENSG00000132432_ENST00000352861;ENSP00000378906_ENSG00000132432_ENST00000395535;ENSP00000388337_ENSG00000132432_ENST00000415949;ENSP00000409884_ENSG00000132432_ENST00000450622,68,NaN
ENSP00000254799,ENSG00000132463,ENST00000254799,,3214400,0.01,0.25,0.30,180812.5,0.01,ENSP00000254799_ENSG00000132463_ENST00000254799;ENSP00000427354_ENSG00000132463_ENST00000499044;ENSP00000421789_ENSG00000132463_ENST00000514161;ENSP00000443380_ENSG00000132463_ENST00000545193;ENSP00000389219_ENSG00000132463_ENST00000439371;ENSP00000425430_ENSG00000132463_ENST00000502323,480,NaN
ENSP00000440066,ENSG00000132465,ENST00000543780,,1414400,0.02,0.41,0.55,80822.85714,0.02,ENSP00000440066_ENSG00000132465_ENST00000543780;ENSP00000254801_ENSG00000132465_ENST00000254801;ENSP00000426687_ENSG00000132465_ENST00000510437;ENSP00000427112_ENSG00000132465_ENST00000510614;ENSP00000426045_ENSG00000132465_ENST00000391614,175,NaN
ENSP00000254810,ENSG00000132475,ENST00000254810,,38602000,0.63,24.68,55.19,1135367.647,0.28,ENSP00000254810_ENSG00000132475_ENST00000254810;ENSP00000355778_ENSG00000163041_ENST00000366813;ENSP00000355780_ENSG00000163041_ENST00000366815;ENSP00000355781_ENSG00000163041_ENST00000366816;ENSP00000465813_ENSG00000132475_ENST00000589599;ENSP00000466020_ENSG00000132475_ENST00000586607;ENSP00000468714_ENSG00000132475_ENST00000587560;ENSP00000465403_ENSG00000132475_ENST00000586270,136,NaN
ENSP00000336702,ENSG00000132507,ENST00000336452,,353190000,0.88,10.40,25.16,17275543.48,0.36,ENSP00000336702_ENSG00000132507_ENST00000336452;ENSP00000336776_ENSG00000132507_ENST00000336458;ENSP00000390677_ENSG00000132507_ENST00000419711;ENSP00000396073_ENSG00000132507_ENST00000416016;ENSP00000458269_ENSG00000132507_ENST00000571955;ENSP00000459196_ENSG00000132507_ENST00000576930;ENSP00000459611_ENSG00000132507_ENST00000573542;ENSP00000461688_ENSG00000132507_ENST00000572815;ENSP00000430706_ENSG00000253626_ENST00000520547;ENSP00000460284_ENSG00000132507_ENST00000573714;ENSP00000295822_ENSG00000163577_ENST00000295822;ENSP00000417133_ENSG00000163577_ENST00000474417;ENSP00000418305_ENSG00000163577_ENST00000487522;ENSP00000418370_ENSG00000163577_ENST00000474096,184,NaN
ENSP00000254878,ENSG00000132541,ENST00000254878,,3666300,0.01,0.28,0.28,187328.4672,0.01,ENSP00000254878_ENSG00000132541_ENST00000254878,137,137
ENSP00000254950,ENSG00000132612,ENST00000254950,,471650,0.02,0.25,0.39,28061.7849,0.01,ENSP00000254950_ENSG00000132612_ENST00000254950;ENSP00000461295_ENSG00000260914_ENST00000570054,437,NaN
ENSP00000368438,ENSG00000132646,ENST00000379143,,27720000,0.11,1.48,2.39,1699348.659,0.07,ENSP00000368438_ENSG00000132646_ENST00000379143;ENSP00000368458_ENSG00000132646_ENST00000379160,261,NaN
ENSP00000384529,ENSG00000132780,ENST00000402363,,13549000,0.07,0.84,1.59,737481.0127,0.04,ENSP00000384529_ENSG00000132780_ENST00000402363;ENSP00000255120_ENSG00000132780_ENST00000350030;ENSP00000255121_ENSG00000132780_ENST00000351223;ENSP00000438871_ENSG00000132780_ENST00000537798;ENSP00000361122_ENSG00000132780_ENST00000372052;ENSP00000437116_ENSG00000132780_ENST00000531612;ENSP00000432289_ENSG00000132780_ENST00000528238;ENSP00000434240_ENSG00000132780_ENST00000534450,790,NaN
ENSP00000355050,ENSG00000132792,ENST00000361383,,1513700,0.01,0.19,0.33,69905.86146,0.01,ENSP00000355050_ENSG00000132792_ENST00000361383;ENSP00000384355_ENSG00000132792_ENST00000405275;ENSP00000362572_ENSG00000132792_ENST00000373473;ENSP00000362568_ENSG00000132792_ENST00000373469,563,NaN
ENSP00000348538,ENSG00000132819,ENST00000356208,,6954800,0.02,0.31,0.62,232794.9791,0.01,ENSP00000348538_ENSG00000132819_ENST00000356208;ENSP00000360263_ENSG00000132819_ENST00000371219;ENSP00000345248_ENSG00000132819_ENST00000344785,239,NaN
ENSP00000255194,ENSG00000132842,ENST00000255194,,1123400,0.01,0.06,0.19,56479.89031,0.00,ENSP00000255194_ENSG00000132842_ENST00000255194;ENSP00000430597_ENSG00000132842_ENST00000519295,1094,NaN
ENSP00000339051,ENSG00000133112,ENST00000309246,,24690000,0.10,2.78,4.41,919308.5106,0.06,ENSP00000339051_ENSG00000133112_ENST00000309246;ENSP00000431872_ENSG00000133112_ENST00000530705;ENSP00000433738_ENSG00000133112_ENST00000527226;ENSP00000368350_ENSG00000133112_ENST00000379060,188,NaN
ENSP00000391430,ENSG00000133226,ENST00000447431,,790460,0.00,0.15,0.19,36243.44978,0.00,ENSP00000391430_ENSG00000133226_ENST00000447431;ENSP00000363510_ENSG00000133226_ENST00000374389;ENSP00000326261_ENSG00000133226_ENST00000323848;ENSP00000471084_ENSG00000133226_ENST00000596378,916,NaN
ENSP00000325548,ENSG00000133313,ENST00000324262,,36025000,0.22,2.34,3.95,2047747.368,0.13,ENSP00000325548_ENSG00000133313_ENST00000324262;ENSP00000462311_ENSG00000133313_ENST00000579847;ENSP00000325756_ENSG00000133313_ENST00000324301,475,NaN
ENSP00000367050,ENSG00000133318,ENST00000377819,,319910,0.00,0.03,0.03,14259.68992,0.00,ENSP00000367050_ENSG00000133318_ENST00000377819;ENSP00000344106_ENSG00000133318_ENST00000339997;ENSP00000442733_ENSG00000133318_ENST00000540798;ENSP00000348279_ENSG00000133318_ENST00000356000;ENSP00000340903_ENSG00000133318_ENST00000341307;ENSP00000440874_ENSG00000133318_ENST00000537981;ENSP00000346492_ENSG00000133318_ENST00000354497;ENSP00000437971_ENSG00000133318_ENST00000542238;ENSP00000441614_ENSG00000133318_ENST00000545432;ENSP00000442080_ENSG00000133318_ENST00000543552;ENSP00000440960_ENSG00000133318_ENST00000536011,1032,NaN
ENSP00000377954,ENSG00000133706,ENST00000394434,,1685000,0.01,0.22,0.24,88835.03401,0.01,ENSP00000377954_ENSG00000133706_ENST00000394434;ENSP00000437791_ENSG00000133706_ENST00000545646;ENSP00000426005_ENSG00000133706_ENST00000510191;ENSP00000274562_ENSG00000133706_ENST00000274562,1176,NaN
ENSP00000408526,ENSG00000133731,ENST00000449740,,6335800,0.03,0.48,0.88,339404.7619,0.02,ENSP00000408526_ENSG00000133731_ENST00000449740;ENSP00000256108_ENSG00000133731_ENST00000256108;ENSP00000429735_ENSG00000133731_ENST00000523942;ENSP00000430081_ENSG00000133731_ENST00000522997;ENSP00000311803_ENSG00000133731_ENST00000311489;ENSP00000429516_ENSG00000133731_ENST00000518202;ENSP00000430283_ENSG00000133731_ENST00000521360;ENSP00000428594_ENSG00000133731_ENST00000519816;ENSP00000428425_ENSG00000133731_ENST00000521979;ENSP00000428812_ENSG00000133731_ENST00000518188,336,NaN
ENSP00000315630,ENSG00000133789,ENST00000318950,,1722800,0.02,0.25,0.32,111909.4017,0.01,ENSP00000315630_ENSG00000133789_ENST00000318950;ENSP00000399056_ENSG00000133789_ENST00000447399;ENSP00000435587_ENSG00000133789_ENST00000534662;ENSP00000431768_ENSG00000133789_ENST00000526358,585,NaN
ENSP00000441722,ENSG00000133818,ENST00000545643,,429030,0.00,0.09,0.09,28601.90476,0.00,ENSP00000441722_ENSG00000133818_ENST00000545643;ENSP00000256196_ENSG00000133818_ENST00000256196;ENSP00000458232_ENSG00000262489_ENST00000572894;ENSP00000437547_ENSG00000133818_ENST00000537760;ENSP00000435453_ENSG00000133818_ENST00000531807;ENSP00000461685_ENSG00000262489_ENST00000575077;ENSP00000403282_ENSG00000133818_ENST00000414023;ENSP00000431954_ENSG00000133818_ENST00000532814;ENSP00000433230_ENSG00000133818_ENST00000529237;ENSP00000434104_ENSG00000133818_ENST00000526063;ENSP00000437083_ENSG00000133818_ENST00000534746;ENSP00000458679_ENSG00000262489_ENST00000573870;ENSP00000459423_ENSG00000262489_ENST00000572397;ENSP00000460504_ENSG00000262489_ENST00000572201;ENSP00000460749_ENSG00000262489_ENST00000571727;ENSP00000460998_ENSG00000262489_ENST00000574530,210,NaN
ENSP00000420914,ENSG00000133835,ENST00000504811,,760040,0.00,0.03,0.03,43944.80946,0.00,ENSP00000420914_ENSG00000133835_ENST00000504811;ENSP00000256216_ENSG00000133835_ENST00000256216;ENSP00000424613_ENSG00000133835_ENST00000515320;ENSP00000424940_ENSG00000133835_ENST00000510025;ENSP00000425993_ENSG00000133835_ENST00000513628;ENSP00000411960_ENSG00000133835_ENST00000414835;ENSP00000426272_ENSG00000133835_ENST00000509514,761,NaN
ENSP00000256383,ENSG00000134001,ENST00000256383,,1446700,0.04,0.45,0.77,101041.2698,0.02,ENSP00000256383_ENSG00000134001_ENST00000256383;ENSP00000425299_ENSG00000134001_ENST00000466499,315,NaN
ENSP00000256429,ENSG00000134046,ENST00000256429,,1461800,0.01,0.12,0.18,60462.2871,0.00,ENSP00000256429_ENSG00000134046_ENST00000256429,411,411
ENSP00000256441,ENSG00000134056,ENST00000256441,,4869200,0.04,0.48,0.64,236368.932,0.03,ENSP00000256441_ENSG00000134056_ENST00000256441;ENSP00000460005_ENSG00000262605_ENST00000572087;ENSP00000423659_ENSG00000134056_ENST00000512880;ENSP00000459856_ENSG00000262605_ENST00000574786;ENSP00000473310_ENSG00000134056_ENST00000602380,103,NaN
ENSP00000359042,ENSG00000134186,ENST00000370025,,1973000,0.00,0.18,0.18,61430.40293,0.00,ENSP00000359042_ENSG00000134186_ENST00000370025;ENSP00000359039_ENSG00000134186_ENST00000370022,546,NaN
ENSP00000473439,ENSG00000134248,ENST00000602318,,106910000,0.24,3.53,5.54,5874395.604,0.15,ENSP00000473439_ENSG00000134248_ENST00000602318,91,91
ENSP00000324628,ENSG00000134265,ENST00000322897,,1527300,0.04,0.27,0.74,88112.17949,0.01,ENSP00000324628_ENSG00000134265_ENST00000322897;ENSP00000442849_ENSG00000134265_ENST00000542979,312,NaN
ENSP00000256682,ENSG00000134287,ENST00000256682,,6570300,0.17,1.84,3.16,363000,0.10,ENSP00000256682_ENSG00000134287_ENST00000256682;ENSP00000438510_ENSG00000134287_ENST00000541959;ENSP00000395370_ENSG00000134287_ENST00000447318,181,NaN
ENSP00000238081,ENSG00000134308,ENST00000238081,,215030000,0.38,4.28,8.20,12287346.94,0.20,ENSP00000238081_ENSG00000134308_ENST00000238081;ENSP00000371267_ENSG00000134308_ENST00000381844;ENSP00000398990_ENSG00000134308_ENST00000446619,245,NaN
ENSP00000417580,ENSG00000134330,ENST00000497473,,525550,0.01,0.23,0.23,23310.48387,0.01,ENSP00000417580_ENSG00000134330_ENST00000497473;ENSP00000419807_ENSG00000134330_ENST00000481367;ENSP00000419110_ENSG00000134330_ENST00000482918;ENSP00000419224_ENSG00000134330_ENST00000470914;ENSP00000438534_ENSG00000134330_ENST00000545602;ENSP00000419368_ENSG00000134330_ENST00000492223,248,NaN
