GO_TERM	FULL_NAME
GO:0044421	extracellular region part
GO:0044422	organelle part
GO:0044424	intracellular part
GO:0044425	membrane part
GO:0044427	chromosomal part
GO:0044428	nuclear part
GO:0044429	mitochondrial part
GO:0044430	cytoskeletal part
GO:0044431	Golgi apparatus part
GO:0044432	endoplasmic reticulum part
GO:0044433	cytoplasmic vesicle part
GO:0044437	vacuolar part
GO:0044438	microbody part
GO:0044439	peroxisomal part
GO:0044440	endosomal part
GO:0044441	cilium part
GO:0044444	cytoplasmic part
GO:0044445	cytosolic part
GO:0044446	intracellular organelle part
GO:0044447	axoneme part
GO:0044448	cell cortex part
GO:0044449	contractile fiber part
GO:0044450	microtubule organizing center part
GO:0044451	nucleoplasm part
GO:0044452	nucleolar part
GO:0044453	nuclear membrane part
GO:0044454	nuclear chromosome part
GO:0044455	mitochondrial membrane part
GO:0044456	synapse part
GO:0044459	plasma membrane part
GO:0044462	external encapsulating structure part
GO:0044463	cell projection part
GO:0044464	cell part
GO:0044501	modulation of signal transduction in other organism
GO:0044524	protein sulfhydration
GO:0044530	supraspliceosomal complex
GO:0044539	long-chain fatty acid import
GO:0044540	L-cystine L-cysteine-lyase (deaminating)
GO:0044546	NLRP3 inflammasome complex assembly
GO:0044547	DNA topoisomerase binding
GO:0044548	S100 protein binding
GO:0044549	GTP cyclohydrolase binding
GO:0044550	secondary metabolite biosynthetic process
GO:0044557	relaxation of smooth muscle
GO:0044594	17-beta-hydroxysteroid dehydrogenase (NAD+) activity
GO:0044597	daunorubicin metabolic process
GO:0044598	doxorubicin metabolic process
GO:0044599	AP-5 adaptor complex
GO:0044609	DBIRD complex
GO:0044610	FMN transmembrane transporter activity
GO:0044615	nuclear pore nuclear basket
GO:0044620	ACP phosphopantetheine attachment site binding
GO:0044650	adhesion of symbiont to host cell
GO:0044665	MLL1/2 complex
GO:0044699	single-organism process
GO:0044700	single organism signaling
GO:0044702	single organism reproductive process
GO:0044703	multi-organism reproductive process
GO:0044704	single-organism reproductive behavior
GO:0044706	multi-multicellular organism process
GO:0044707	single-multicellular organism process
GO:0044708	single-organism behavior
GO:0044710	single-organism metabolic process
GO:0044711	single-organism biosynthetic process
GO:0044712	single-organism catabolic process
GO:0044715	8-oxo-dGDP phosphatase activity
GO:0044716	8-oxo-GDP phosphatase activity
GO:0044717	8-hydroxy-dADP phosphatase activity
GO:0044721	protein import into peroxisome matrix, substrate release
GO:0044723	single-organism carbohydrate metabolic process
GO:0044724	single-organism carbohydrate catabolic process
GO:0044725	chromatin reprogramming in the zygote
GO:0044727	DNA demethylation of male pronucleus
GO:0044728	DNA methylation or demethylation
GO:0044743	intracellular protein transmembrane import
GO:0044744	protein targeting to nucleus
GO:0044763	single-organism cellular process
GO:0044764	multi-organism cellular process
GO:0044765	single-organism transport
GO:0044766	multi-organism transport
GO:0044767	single-organism developmental process
GO:0044769	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism
GO:0044770	cell cycle phase transition
GO:0044772	mitotic cell cycle phase transition
GO:0044773	mitotic DNA damage checkpoint
GO:0044774	mitotic DNA integrity checkpoint
GO:0044782	cilium organization
GO:0044783	G1 DNA damage checkpoint
GO:0044784	metaphase/anaphase transition of cell cycle
GO:0044786	cell cycle DNA replication
GO:0044795	trans-Golgi network to recycling endosome transport
GO:0044796	DNA polymerase processivity factor complex
GO:0044798	nuclear transcription factor complex
GO:0044800	multi-organism membrane fusion
GO:0044801	single-organism membrane fusion
GO:0044802	single-organism membrane organization
GO:0044803	multi-organism membrane organization
GO:0044815	DNA packaging complex
GO:0045002	double-strand break repair via single-strand annealing
GO:0045003	double-strand break repair via synthesis-dependent strand annealing
GO:0045004	DNA replication proofreading
GO:0045005	maintenance of fidelity involved in DNA-dependent DNA replication
GO:0045006	DNA deamination
GO:0045007	depurination
GO:0045008	depyrimidination
GO:0045009	chitosome
GO:0045010	actin nucleation
GO:0045013	carbon catabolite repression of transcription
GO:0045014	negative regulation of transcription by glucose
GO:0045017	glycerolipid biosynthetic process
GO:0045019	negative regulation of nitric oxide biosynthetic process
GO:0045022	early endosome to late endosome transport
GO:0045023	G0 to G1 transition
GO:0045025	mitochondrial degradosome
GO:0045026	plasma membrane fusion
GO:0045028	G-protein coupled purinergic nucleotide receptor activity
GO:0045039	protein import into mitochondrial inner membrane
GO:0045040	protein import into mitochondrial outer membrane
GO:0045041	protein import into mitochondrial intermembrane space
GO:0045046	protein import into peroxisome membrane
GO:0045047	protein targeting to ER
GO:0045048	protein insertion into ER membrane
GO:0045053	protein retention in Golgi apparatus
GO:0045055	regulated secretory pathway
GO:0045056	transcytosis
GO:0045058	T cell selection
GO:0045059	positive thymic T cell selection
GO:0045060	negative thymic T cell selection
GO:0045061	thymic T cell selection
GO:0045063	T-helper 1 cell differentiation
GO:0045064	T-helper 2 cell differentiation
GO:0045065	cytotoxic T cell differentiation
GO:0045066	regulatory T cell differentiation
GO:0045069	regulation of viral genome replication
GO:0045070	positive regulation of viral genome replication
GO:0045071	negative regulation of viral genome replication
GO:0045072	regulation of interferon-gamma biosynthetic process
GO:0045073	regulation of chemokine biosynthetic process
GO:0045074	regulation of interleukin-10 biosynthetic process
GO:0045075	regulation of interleukin-12 biosynthetic process
GO:0045076	regulation of interleukin-2 biosynthetic process
GO:0045077	negative regulation of interferon-gamma biosynthetic process
GO:0045078	positive regulation of interferon-gamma biosynthetic process
GO:0045079	negative regulation of chemokine biosynthetic process
GO:0045080	positive regulation of chemokine biosynthetic process
GO:0045082	positive regulation of interleukin-10 biosynthetic process
GO:0045083	negative regulation of interleukin-12 biosynthetic process
GO:0045084	positive regulation of interleukin-12 biosynthetic process
GO:0045085	negative regulation of interleukin-2 biosynthetic process
GO:0045086	positive regulation of interleukin-2 biosynthetic process
GO:0045087	innate immune response
GO:0045088	regulation of innate immune response
GO:0045089	positive regulation of innate immune response
GO:0045090	retroviral genome replication
GO:0045091	regulation of retroviral genome replication
GO:0045092	interleukin-18 receptor complex
GO:0045095	keratin filament
GO:0045103	intermediate filament-based process
GO:0045104	intermediate filament cytoskeleton organization
GO:0045109	intermediate filament organization
GO:0045111	intermediate filament cytoskeleton
GO:0045112	integrin biosynthetic process
GO:0045116	protein neddylation
GO:0045117	azole transport
GO:0045118	azole transporter activity
GO:0045120	pronucleus
GO:0045121	membrane raft
GO:0045123	cellular extravasation
GO:0045124	regulation of bone resorption
GO:0045125	bioactive lipid receptor activity
GO:0045127	N-acetylglucosamine kinase activity
GO:0045128	negative regulation of reciprocal meiotic recombination
GO:0045132	meiotic chromosome segregation
GO:0045134	uridine-diphosphatase activity
GO:0045136	development of secondary sexual characteristics
GO:0045137	development of primary sexual characteristics
GO:0045143	homologous chromosome segregation
GO:0045145	single-stranded DNA 5'-3' exodeoxyribonuclease activity
GO:0045155	electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity
GO:0045159	myosin II binding
GO:0045160	myosin I complex
GO:0045161	neuronal ion channel clustering
GO:0045162	clustering of voltage-gated sodium channels
GO:0045165	cell fate commitment
GO:0045168	cell-cell signaling involved in cell fate commitment
GO:0045171	intercellular bridge
GO:0045174	glutathione dehydrogenase (ascorbate) activity
GO:0045175	basal protein localization
GO:0045176	apical protein localization
GO:0045177	apical part of cell
GO:0045178	basal part of cell
GO:0045179	apical cortex
GO:0045180	basal cortex
GO:0045182	translation regulator activity
GO:0045184	establishment of protein localization
GO:0045185	maintenance of protein location
GO:0045187	regulation of circadian sleep/wake cycle, sleep
GO:0045188	regulation of circadian sleep/wake cycle, non-REM sleep
GO:0045190	isotype switching
GO:0045191	regulation of isotype switching
GO:0045196	establishment or maintenance of neuroblast polarity
GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity
GO:0045199	maintenance of epithelial cell apical/basal polarity
GO:0045200	establishment of neuroblast polarity
GO:0045202	synapse
GO:0045204	MAPK export from nucleus
GO:0045208	MAPK phosphatase export from nucleus
GO:0045209	MAPK phosphatase export from nucleus, leptomycin B sensitive
GO:0045210	FasL biosynthetic process
GO:0045211	postsynaptic membrane
GO:0045214	sarcomere organization
GO:0045216	cell-cell junction organization
GO:0045217	cell-cell junction maintenance
GO:0045218	zonula adherens maintenance
GO:0045219	regulation of FasL biosynthetic process
GO:0045221	negative regulation of FasL biosynthetic process
GO:0045226	extracellular polysaccharide biosynthetic process
GO:0045236	CXCR chemokine receptor binding
GO:0045239	tricarboxylic acid cycle enzyme complex
GO:0045240	dihydrolipoyl dehydrogenase complex
GO:0045244	succinate-CoA ligase complex (GDP-forming)
GO:0045252	oxoglutarate dehydrogenase complex
GO:0045254	pyruvate dehydrogenase complex
GO:0045257	succinate dehydrogenase complex (ubiquinone)
GO:0045259	proton-transporting ATP synthase complex
GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)
GO:0045263	proton-transporting ATP synthase complex, coupling factor F(o)
GO:0045267	proton-transporting ATP synthase, catalytic core
GO:0045271	respiratory chain complex I
GO:0045273	respiratory chain complex II
GO:0045275	respiratory chain complex III
GO:0045277	respiratory chain complex IV
GO:0045281	succinate dehydrogenase complex
GO:0045283	fumarate reductase complex
GO:0045292	mRNA cis splicing, via spliceosome
GO:0045294	alpha-catenin binding
GO:0045295	gamma-catenin binding
GO:0045296	cadherin binding
GO:0045309	protein phosphorylated amino acid binding
GO:0045321	leukocyte activation
GO:0045322	unmethylated CpG binding
GO:0045323	interleukin-1 receptor complex
GO:0045324	late endosome to vacuole transport
GO:0045329	carnitine biosynthetic process
GO:0045332	phospholipid translocation
GO:0045333	cellular respiration
GO:0045334	clathrin-coated endocytic vesicle
GO:0045335	phagocytic vesicle
GO:0045337	farnesyl diphosphate biosynthetic process
GO:0045338	farnesyl diphosphate metabolic process
GO:0045340	mercury ion binding
GO:0045341	MHC class I biosynthetic process
GO:0045342	MHC class II biosynthetic process
GO:0045343	regulation of MHC class I biosynthetic process
GO:0045345	positive regulation of MHC class I biosynthetic process
GO:0045346	regulation of MHC class II biosynthetic process
GO:0045347	negative regulation of MHC class II biosynthetic process
GO:0045348	positive regulation of MHC class II biosynthetic process
GO:0045349	interferon-alpha biosynthetic process
GO:0045350	interferon-beta biosynthetic process
GO:0045351	type I interferon biosynthetic process
GO:0045354	regulation of interferon-alpha biosynthetic process
GO:0045355	negative regulation of interferon-alpha biosynthetic process
GO:0045356	positive regulation of interferon-alpha biosynthetic process
GO:0045357	regulation of interferon-beta biosynthetic process
GO:0045358	negative regulation of interferon-beta biosynthetic process
GO:0045359	positive regulation of interferon-beta biosynthetic process
GO:0045366	regulation of interleukin-13 biosynthetic process
GO:0045368	positive regulation of interleukin-13 biosynthetic process
GO:0045399	regulation of interleukin-3 biosynthetic process
GO:0045401	positive regulation of interleukin-3 biosynthetic process
GO:0045402	regulation of interleukin-4 biosynthetic process
GO:0045403	negative regulation of interleukin-4 biosynthetic process
GO:0045404	positive regulation of interleukin-4 biosynthetic process
